2026-03-10 13:33:54.191 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-10 13:58:31.385 INFO  [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2185 ms
2026-03-10 13:58:32.234 INFO  [main] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-10 13:58:33.418 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-10 13:58:33.443 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-10 13:58:33.454 INFO  [main] c.d.l.LogisticsManagerApplication - Started LogisticsManagerApplication in 4.924 seconds (process running for 5.368)
2026-03-10 14:18:36.028 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-10 14:18:36.028 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-10 14:18:36.032 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2026-03-10 14:18:36.353 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-03-10 14:18:36.669 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@12987e30
2026-03-10 14:18:36.671 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-03-10 14:22:47.909 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-03-10 14:22:47.917 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-03-10 14:23:02.575 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-10 14:23:02.624 INFO  [main] c.d.l.LogisticsManagerApplication - Starting LogisticsManagerApplication using Java 21.0.9 with PID 15448 (E:\Java\l\logistics-example\backend\target\classes started by dell in E:\Java\l\logistics-example\backend)
2026-03-10 14:23:02.625 INFO  [main] c.d.l.LogisticsManagerApplication - No active profile set, falling back to 1 default profile: "default"
2026-03-10 14:23:04.771 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-03-10 14:23:04.795 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-03-10 14:23:04.798 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-10 14:23:04.798 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2026-03-10 14:23:04.882 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-03-10 14:23:04.884 INFO  [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2203 ms
2026-03-10 14:23:05.653 INFO  [main] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-10 14:23:06.832 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-10 14:23:06.853 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-10 14:23:06.863 INFO  [main] c.d.l.LogisticsManagerApplication - Started LogisticsManagerApplication in 4.898 seconds (process running for 5.365)
2026-03-10 14:23:10.442 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-10 14:23:10.443 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-10 14:23:10.448 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2026-03-10 14:23:10.726 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-03-10 14:23:10.881 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1d214fff
2026-03-10 14:23:10.884 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-03-10 14:50:32.558 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-03-10 14:50:32.570 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-03-10 20:57:15.924 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-10 20:57:15.976 INFO  [main] c.d.l.LogisticsManagerApplication - Starting LogisticsManagerApplication using Java 21.0.9 with PID 28544 (E:\Java\l\logistics-example\backend\target\classes started by dell in E:\Java\l\logistics-example\backend)
2026-03-10 20:57:15.977 INFO  [main] c.d.l.LogisticsManagerApplication - No active profile set, falling back to 1 default profile: "default"
2026-03-10 20:57:18.311 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-03-10 20:57:18.347 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-03-10 20:57:18.351 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-10 20:57:18.351 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2026-03-10 20:57:18.437 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-03-10 20:57:18.438 INFO  [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2414 ms
2026-03-10 20:57:19.313 INFO  [main] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-10 20:57:20.583 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-10 20:57:20.607 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-10 20:57:20.621 INFO  [main] c.d.l.LogisticsManagerApplication - Started LogisticsManagerApplication in 5.419 seconds (process running for 5.946)
2026-03-10 21:00:18.836 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-10 21:00:18.897 INFO  [main] c.d.l.LogisticsManagerApplication - Starting LogisticsManagerApplication using Java 21.0.9 with PID 17792 (E:\Java\l\logistics-example\backend\target\classes started by dell in E:\Java\l\logistics-example\backend)
2026-03-10 21:00:18.899 INFO  [main] c.d.l.LogisticsManagerApplication - No active profile set, falling back to 1 default profile: "default"
2026-03-10 21:00:21.411 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-03-10 21:00:21.483 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-03-10 21:00:21.487 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-10 21:00:21.488 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2026-03-10 21:00:21.709 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-03-10 21:00:21.711 INFO  [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2749 ms
2026-03-10 21:00:22.699 INFO  [main] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-10 21:00:24.111 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-10 21:00:24.133 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-10 21:00:24.146 INFO  [main] c.d.l.LogisticsManagerApplication - Started LogisticsManagerApplication in 6.051 seconds (process running for 6.591)
2026-03-10 21:16:24.665 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-10 21:16:24.742 INFO  [main] c.d.l.LogisticsManagerApplication - Starting LogisticsManagerApplication using Java 21.0.9 with PID 29056 (E:\Java\l\logistics-example\backend\target\classes started by dell in E:\Java\l\logistics-example\backend)
2026-03-10 21:16:24.743 INFO  [main] c.d.l.LogisticsManagerApplication - No active profile set, falling back to 1 default profile: "default"
2026-03-10 21:16:28.557 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-03-10 21:16:28.591 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-03-10 21:16:28.596 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-10 21:16:28.596 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2026-03-10 21:16:28.756 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-03-10 21:16:28.759 INFO  [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3960 ms
2026-03-10 21:16:30.144 INFO  [main] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-10 21:16:32.180 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-10 21:16:32.214 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-10 21:16:32.228 INFO  [main] c.d.l.LogisticsManagerApplication - Started LogisticsManagerApplication in 8.418 seconds (process running for 9.179)
2026-03-10 21:16:40.146 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-10 21:16:40.146 INFO  [http-nio-8080-exec-2] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-10 21:16:40.149 INFO  [http-nio-8080-exec-2] o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2026-03-10 21:16:40.481 INFO  [http-nio-8080-exec-2] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-03-10 21:16:40.730 INFO  [http-nio-8080-exec-2] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7fd44efc
2026-03-10 21:16:40.731 INFO  [http-nio-8080-exec-2] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-03-10 21:25:50.997 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-03-10 21:25:51.006 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-03-10 21:38:39.605 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-10 21:38:39.657 INFO  [main] c.d.l.LogisticsManagerApplication - Starting LogisticsManagerApplication using Java 21.0.9 with PID 23988 (E:\Java\l\logistics-example\backend\target\classes started by dell in E:\Java\l\logistics-example\backend)
2026-03-10 21:38:39.658 INFO  [main] c.d.l.LogisticsManagerApplication - No active profile set, falling back to 1 default profile: "default"
2026-03-10 21:38:41.698 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-03-10 21:38:41.728 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-03-10 21:38:41.731 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-10 21:38:41.731 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2026-03-10 21:38:41.808 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-03-10 21:38:41.810 INFO  [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2090 ms
2026-03-10 21:38:42.617 INFO  [main] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-10 21:38:43.759 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-10 21:38:43.782 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-10 21:38:43.791 INFO  [main] c.d.l.LogisticsManagerApplication - Started LogisticsManagerApplication in 4.805 seconds (process running for 5.295)
2026-03-10 21:38:47.868 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-10 21:38:47.869 INFO  [http-nio-8080-exec-2] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-10 21:38:47.871 INFO  [http-nio-8080-exec-2] o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2026-03-10 21:38:48.127 INFO  [http-nio-8080-exec-2] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-03-10 21:38:48.302 INFO  [http-nio-8080-exec-2] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4c4a13ac
2026-03-10 21:38:48.305 INFO  [http-nio-8080-exec-2] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-03-10 22:55:02.403 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-03-10 22:55:02.407 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-03-10 23:37:48.437 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-10 23:37:48.499 INFO  [main] c.d.l.LogisticsManagerApplication - Starting LogisticsManagerApplication using Java 21.0.9 with PID 21984 (E:\Java\l\logistics-example\backend\target\classes started by dell in E:\Java\l\logistics-example\backend)
2026-03-10 23:37:48.500 INFO  [main] c.d.l.LogisticsManagerApplication - No active profile set, falling back to 1 default profile: "default"
2026-03-10 23:37:50.831 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-03-10 23:37:50.853 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-03-10 23:37:50.858 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-10 23:37:50.859 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.33]
2026-03-10 23:37:50.962 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-03-10 23:37:50.964 INFO  [main] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2402 ms
2026-03-10 23:37:51.861 INFO  [main] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name customUserDetailsService
2026-03-10 23:37:54.916 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-10 23:37:54.959 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-10 23:37:54.994 INFO  [main] c.d.l.LogisticsManagerApplication - Started LogisticsManagerApplication in 7.237 seconds (process running for 7.81)
2026-03-10 23:49:24.365 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-10 23:49:24.366 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-10 23:49:24.374 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2026-03-10 23:49:25.334 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-03-10 23:49:25.997 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@769f09a4
2026-03-10 23:49:26.004 INFO  [http-nio-8080-exec-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
